kegg,level_1,level_2,brite_name,BRITE_id,brite_level_1,brite_level_2
K07270,,,,unknown,,
K07273,,,,unknown,,
K07272,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K07275,,,,unknown,,
K07274,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K07277,,,Mitochondrial biogenesis [BR:ko03029],ko03029,Genetic Information Processing,Translation
K07276,,,,unknown,,
K07279,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K07278,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03981,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02481,,,Two-component system [BR:ko02022],ko02022,Environmental Information Processing,Signal transduction
K02480,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08171,Organismal Systems,Digestive system,,,,
K01501,Metabolism,Energy metabolism,,,,
K08170,,,KEGG modules [BR:ko00002],ko00002,,
K02485,,,Two-component system [BR:ko02022],ko02022,Environmental Information Processing,Signal transduction
K08176,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K08608,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08175,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K08600,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08603,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08602,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08604,Human Diseases,Infectious diseases,,,,
K08607,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08606,Organismal Systems,Digestive system,,,,
K06276,Environmental Information Processing,Signal transduction,,,,
K06277,Environmental Information Processing,Signal transduction,,,,
K09954,,,,unknown,,
K09955,,,,unknown,,
K06272,Cellular Processes,Cellular commiunity,,,,
K06273,Cellular Processes,Cellular commiunity,,,,
K06270,Environmental Information Processing,Signal transduction,,,,
K06271,Environmental Information Processing,Signal transduction,,,,
K09958,,,,unknown,,
K10513,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K07495,,,,unknown,,
K07494,,,,unknown,,
K07497,,,,unknown,,
K07496,,,,unknown,,
K07491,,,,unknown,,
K07490,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K07493,,,,unknown,,
K07492,,,,unknown,,
K07499,,,,unknown,,
K07498,,,,unknown,,
K11209,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11208,,,,unknown,,
K11207,Metabolism,Metabolism of other amino acids,,,,
K11204,Metabolism,Amino acid metabolism,,,,
K11203,,,KEGG modules [BR:ko00002],ko00002,,
K11202,,,KEGG modules [BR:ko00002],ko00002,,
K11201,,,KEGG modules [BR:ko00002],ko00002,,
K00058,Metabolism,Overview,,,,
K00059,Metabolism,Overview,,,,
K00728,Metabolism,Glycan biosynthesis and metabolism,,,,
K00729,Metabolism,Glycan biosynthesis and metabolism,,,,
K00054,Metabolism,Metabolism of terpenoids and polyketides,,,,
K00055,Metabolism,Overview,,,,
K00057,Metabolism,Lipid metabolism,,,,
K00050,Metabolism,Carbohydrate metabolism,,,,
K00051,Metabolism,Overview,,,,
K00052,Metabolism,Overview,,,,
K00053,Metabolism,Overview,,,,
K15400,Metabolism,Lipid metabolism,,,,
K09788,,,,unknown,,
K14136,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14189,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14188,Metabolism,Metabolism of other amino acids,,,,
K15502,,,Protein phosphatases and associated proteins [BR:ko01009],ko01009,Metabolism,Enzyme families
K03744,,,,unknown,,
K15503,,,Protein phosphatases and associated proteins [BR:ko01009],ko01009,Metabolism,Enzyme families
K14187,Metabolism,Overview,,,,
K15584,Environmental Information Processing,Membrane transport,,,,
K15585,Environmental Information Processing,Membrane transport,,,,
K01239,Metabolism,Nucleotide metabolism,,,,
K01238,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15580,Environmental Information Processing,Membrane transport,,,,
K15581,Environmental Information Processing,Membrane transport,,,,
K15582,Environmental Information Processing,Membrane transport,,,,
K15583,Environmental Information Processing,Membrane transport,,,,
K01897,Metabolism,Overview,,,,
K04604,Environmental Information Processing,Signal transduction,,,,
K01895,Metabolism,Overview,,,,
K01894,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01893,Genetic Information Processing,Translation,,,,
K15589,Human Diseases,Cancers,,,,
K01235,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K04602,,,G protein-coupled receptors [BR:ko04030],ko04030,Environmental Information Processing,Signaling molecules and interaction
K02768,Metabolism,Carbohydrate metabolism,,,,
K02769,Metabolism,Carbohydrate metabolism,,,,
K14981,Environmental Information Processing,Signal transduction,,,,
K14980,Environmental Information Processing,Signal transduction,,,,
K14987,Environmental Information Processing,Signal transduction,,,,
K14986,Environmental Information Processing,Signal transduction,,,,
K02760,Environmental Information Processing,Membrane transport,,,,
K02761,Environmental Information Processing,Membrane transport,,,,
K14989,Environmental Information Processing,Signal transduction,,,,
K02763,Metabolism,Carbohydrate metabolism,,,,
K00948,Metabolism,Overview,,,,
K00949,Metabolism,Metabolism of cofactors and vitamins,,,,
K00942,Metabolism,Nucleotide metabolism,,,,
K00943,Metabolism,Nucleotide metabolism,,,,
K00940,Metabolism,Nucleotide metabolism,,,,
K00941,Metabolism,Metabolism of cofactors and vitamins,,,,
K00946,Metabolism,Metabolism of cofactors and vitamins,,,,
K00947,,,,unknown,,
K00944,Metabolism,Nucleotide metabolism,,,,
K00945,Metabolism,Nucleotide metabolism,,,,
K01097,Metabolism,Carbohydrate metabolism,,,,
K01096,Metabolism,Lipid metabolism,,,,
K01095,Metabolism,Lipid metabolism,,,,
K01093,Metabolism,Carbohydrate metabolism,,,,
K01092,Metabolism,Carbohydrate metabolism,,,,
K01091,Metabolism,Carbohydrate metabolism,,,,
K01090,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01099,Metabolism,Carbohydrate metabolism,,,,
K01098,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15361,Genetic Information Processing,Replication and repair,,,,
K15362,Genetic Information Processing,Replication and repair,,,,
K15363,Genetic Information Processing,Replication and repair,,,,
K15366,Human Diseases,Infectious diseases,,,,
K15368,,,,unknown,,
K15369,,,,unknown,,
K03499,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03498,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03491,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K03490,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K03493,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K03492,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K03495,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
K03497,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K03496,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K14270,,,Amino acid related enzymes [BR:ko01007],ko01007,Metabolism,Amino acid metabolism
K02544,Cellular Processes,Cell growth and death,,,,
K02817,Metabolism,Carbohydrate metabolism,,,,
K02814,Metabolism,Carbohydrate metabolism,,,,
K02815,Metabolism,Carbohydrate metabolism,,,,
K02812,Metabolism,Carbohydrate metabolism,,,,
K02813,Metabolism,Carbohydrate metabolism,,,,
K02810,Metabolism,Carbohydrate metabolism,,,,
K02543,Cellular Processes,Cell growth and death,,,,
K02548,Metabolism,Metabolism of cofactors and vitamins,,,,
K02549,Metabolism,Metabolism of cofactors and vitamins,,,,
K02818,Metabolism,Carbohydrate metabolism,,,,
K02819,Metabolism,Carbohydrate metabolism,,,,
K03635,Metabolism,Metabolism of cofactors and vitamins,,,,
K03142,Genetic Information Processing,Transcription,,,,
K03637,Metabolism,Metabolism of cofactors and vitamins,,,,
K03636,Metabolism,Metabolism of cofactors and vitamins,,,,
K03631,,,DNA repair and recombination proteins [BR:ko03400],ko03400,Genetic Information Processing,Replication and repair
K03630,,,,unknown,,
K03633,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K03632,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K08854,Human Diseases,Cancers,,,,
K08855,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03149,Metabolism,Metabolism of cofactors and vitamins,,,,
K03148,Metabolism,Metabolism of cofactors and vitamins,,,,
K03639,Metabolism,Metabolism of cofactors and vitamins,,,,
K03638,,,,unknown,,
K08852,Genetic Information Processing,"Folding, sorting and degradation",,,,
K08853,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06519,Organismal Systems,Digestive system,,,,
K06518,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K06049,,,,unknown,,
K06048,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06045,Metabolism,Metabolism of terpenoids and polyketides,,,,
K06044,Metabolism,Carbohydrate metabolism,,,,
K09727,,,,unknown,,
K09726,,,,unknown,,
K09721,,,,unknown,,
K09720,,,,unknown,,
K09723,,,DNA replication proteins [BR:ko03032],ko03032,Genetic Information Processing,Replication and repair
K06042,Metabolism,Metabolism of cofactors and vitamins,,,,
K03626,,,,unknown,,
K09897,,,,unknown,,
K09896,,,,unknown,,
K09895,,,,unknown,,
K09894,,,,unknown,,
K09893,,,Messenger RNA biogenesis [BR:ko03019],ko03019,Genetic Information Processing,Translation
K09892,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K09891,,,,unknown,,
K09890,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K09899,,,,unknown,,
K09898,,,,unknown,,
K09945,,,,unknown,,
K11658,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11659,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K07648,Environmental Information Processing,Signal transduction,,,,
K07649,Environmental Information Processing,Signal transduction,,,,
K07398,,,,unknown,,
K11051,Environmental Information Processing,Membrane transport,,,,
K11054,,,,unknown,,
K11055,,,,unknown,,
K07640,Environmental Information Processing,Signal transduction,,,,
K07641,Environmental Information Processing,Signal transduction,,,,
K07390,,,Chaperones and folding catalysts [BR:ko03110],ko03110,Genetic Information Processing,"Folding, sorting and degradation"
K11059,,,Bacterial toxins [BR:ko02042],ko02042,Environmental Information Processing,Signaling molecules and interaction
K07644,Environmental Information Processing,Signal transduction,,,,
K07397,,,,unknown,,
K07646,Environmental Information Processing,Signal transduction,,,,
K07395,,,,unknown,,
K10895,Genetic Information Processing,Replication and repair,,,,
K10896,Genetic Information Processing,Replication and repair,,,,
K10891,Genetic Information Processing,Replication and repair,,,,
K02292,Metabolism,Metabolism of terpenoids and polyketides,,,,
K10899,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K07024,,,,unknown,,
K07025,,,,unknown,,
K07026,Metabolism,Carbohydrate metabolism,,,,
K07027,,,,unknown,,
K07020,,,,unknown,,
K07022,,,,unknown,,
K07023,,,,unknown,,
K07028,,,,unknown,,
K07029,Metabolism,Lipid metabolism,,,,
K10094,Environmental Information Processing,Membrane transport,,,,
K15116,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K15115,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K15114,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K15113,,,Mitochondrial biogenesis [BR:ko03029],ko03029,Genetic Information Processing,Translation
K15110,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K15119,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K15118,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K01394,Environmental Information Processing,Signal transduction,,,,
K01395,Organismal Systems,Digestive system,,,,
K01396,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01397,Environmental Information Processing,Signal transduction,,,,
K01390,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01392,Organismal Systems,Endocrine system,,,,
K01393,Organismal Systems,Endocrine system,,,,
K01398,Organismal Systems,Immune system,,,,
K02297,Metabolism,Energy metabolism,,,,
K05896,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K05895,Metabolism,Metabolism of cofactors and vitamins,,,,
K05894,Metabolism,Lipid metabolism,,,,
K05728,Human Diseases,Infectious diseases,,,,
K05898,Metabolism,Xenobiotics biodegradation and metabolism,,,,
K00555,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00554,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00557,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00556,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00551,Metabolism,Lipid metabolism,,,,
K00550,Metabolism,Lipid metabolism,,,,
K00552,Metabolism,Amino acid metabolism,,,,
K00559,Metabolism,Lipid metabolism,,,,
K00558,Metabolism,Amino acid metabolism,,,,
K01170,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K04411,Environmental Information Processing,Signal transduction,,,,
K01172,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01173,Cellular Processes,Cell growth and death,,,,
K01174,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01175,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01176,Metabolism,Carbohydrate metabolism,,,,
K01177,Metabolism,Carbohydrate metabolism,,,,
K01178,Metabolism,Carbohydrate metabolism,,,,
K01179,Metabolism,Carbohydrate metabolism,,,,
K14572,Genetic Information Processing,Translation,,,,
K14573,Genetic Information Processing,Translation,,,,
K14570,Genetic Information Processing,Translation,,,,
K14571,Genetic Information Processing,Translation,,,,
K14574,Genetic Information Processing,Translation,,,,
K14575,Genetic Information Processing,Translation,,,,
K14578,Metabolism,Overview,,,,
K05095,Environmental Information Processing,Signal transduction,,,,
K05094,Environmental Information Processing,Signal transduction,,,,
K08881,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14798,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14799,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14796,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14797,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14794,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14795,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14792,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14793,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14790,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14791,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K09866,Organismal Systems,Digestive system,,,,
K08951,,,Photosynthesis proteins [BR:ko00194],ko00194,Metabolism,Energy metabolism
K08953,,,Photosynthesis proteins [BR:ko00194],ko00194,Metabolism,Energy metabolism
K10331,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K02156,Organismal Systems,Development,,,,
K02155,Metabolism,Energy metabolism,,,,
K02154,Metabolism,Energy metabolism,,,,
K02152,Metabolism,Energy metabolism,,,,
K02151,Metabolism,Energy metabolism,,,,
K02150,Metabolism,Energy metabolism,,,,
K08956,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03828,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03829,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03820,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03821,Metabolism,Carbohydrate metabolism,,,,
K03822,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03823,Metabolism,Metabolism of other amino acids,,,,
K03824,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03825,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03826,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03827,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12246,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03068,Environmental Information Processing,Signal transduction,,,,
K12245,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12242,,,Polyketide biosynthesis proteins [BR:ko01008],ko01008,Metabolism,Metabolism of terpenoids and polyketides
K12243,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K12240,Metabolism,Metabolism of terpenoids and polyketides,,,,
K12241,Metabolism,Metabolism of terpenoids and polyketides,,,,
K00062,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11919,,,KEGG modules [BR:ko00002],ko00002,,
K11913,Environmental Information Processing,Membrane transport,,,,
K11912,Environmental Information Processing,Membrane transport,,,,
K11911,,,KEGG modules [BR:ko00002],ko00002,,
K11910,,,KEGG modules [BR:ko00002],ko00002,,
K11917,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K11916,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11915,Environmental Information Processing,Membrane transport,,,,
K11914,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K01495,Metabolism,Metabolism of cofactors and vitamins,,,,
K15279,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K13222,Metabolism,Biosynthesis of other secondary metabolites,,,,
K12068,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12069,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12062,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12063,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12060,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12061,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12066,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12067,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12064,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12065,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K07259,Metabolism,Glycan biosynthesis and metabolism,,,,
K14496,Environmental Information Processing,Signal transduction,,,,
K07253,Metabolism,Amino acid metabolism,,,,
K07252,Metabolism,Glycan biosynthesis and metabolism,,,,
K07251,Metabolism,Metabolism of cofactors and vitamins,,,,
K07250,Metabolism,Carbohydrate metabolism,,,,
K07257,,,,unknown,,
K07256,Metabolism,Metabolism of other amino acids,,,,
K07254,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02412,Cellular Processes,Cell motility,,,,
K02413,Cellular Processes,Cell motility,,,,
K08622,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08621,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02414,Cellular Processes,Cell motility,,,,
K08625,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08624,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02415,,,Bacterial motility proteins [BR:ko02035],ko02035,Cellular Processes,Cell motility
K08010,Cellular Processes,Transport and catabolism,,,,
K06128,Metabolism,Lipid metabolism,,,,
K09609,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09970,Environmental Information Processing,Membrane transport,,,,
K09971,Environmental Information Processing,Membrane transport,,,,
K09972,Environmental Information Processing,Membrane transport,,,,
K06253,Environmental Information Processing,Signal transduction,,,,
K09974,,,,unknown,,
K09975,,,,unknown,,
K09976,,,,unknown,,
K09977,,,,unknown,,
K09978,,,,unknown,,
K09979,,,,unknown,,
K06704,Human Diseases,Neurodegenerative diseases,,,,
K06656,Cellular Processes,Cell growth and death,,,,
K06657,Cellular Processes,Cell growth and death,,,,
K06650,Environmental Information Processing,Signal transduction,,,,
K06651,Environmental Information Processing,Signal transduction,,,,
K11269,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11268,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09600,Cellular Processes,Transport and catabolism,,,,
K11261,Metabolism,Overview,,,,
K11260,Metabolism,Overview,,,,
K11263,Metabolism,Overview,,,,
K05501,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K11265,Metabolism,Nucleotide metabolism,,,,
K11264,Metabolism,Carbohydrate metabolism,,,,
K11267,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K10793,Metabolism,Amino acid metabolism,,,,
K10796,Metabolism,Amino acid metabolism,,,,
K10797,Metabolism,Amino acid metabolism,,,,
K10794,Metabolism,Amino acid metabolism,,,,
K10795,Metabolism,Amino acid metabolism,,,,
K00700,Metabolism,Carbohydrate metabolism,,,,
K00701,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K00702,Metabolism,Carbohydrate metabolism,,,,
K00703,Metabolism,Carbohydrate metabolism,,,,
K00705,Metabolism,Carbohydrate metabolism,,,,
K00706,Metabolism,Carbohydrate metabolism,,,,
K13726,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K05502,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13056,Cellular Processes,Cell growth and death,,,,
K13722,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13723,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10135,Cellular Processes,Cell growth and death,,,,
K10133,Cellular Processes,Cell growth and death,,,,
K10130,Environmental Information Processing,Signal transduction,,,,
K13721,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10139,Cellular Processes,Cell growth and death,,,,
K03192,,,,unknown,,
K04628,Metabolism,Lipid metabolism,,,,
K12687,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K15562,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15563,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K15560,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K15561,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K00965,Metabolism,Carbohydrate metabolism,,,,
K00966,Metabolism,Carbohydrate metabolism,,,,
K00967,Metabolism,Lipid metabolism,,,,
K00960,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14968,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K00962,Metabolism,Nucleotide metabolism,,,,
K00963,Metabolism,Carbohydrate metabolism,,,,
K14965,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K14964,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K14967,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K14966,Organismal Systems,Aging,,,,
K14961,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K00969,Metabolism,Metabolism of cofactors and vitamins,,,,
K14963,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K14962,Genetic Information Processing,Translation,,,,
K03194,Environmental Information Processing,Membrane transport,,,,
K15308,Human Diseases,Infectious diseases,,,,
K15134,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K15303,Metabolism,Xenobiotics biodegradation and metabolism,,,,
K15307,Human Diseases,Infectious diseases,,,,
K15304,Human Diseases,Infectious diseases,,,,
K15305,Human Diseases,Cancers,,,,
K03195,Environmental Information Processing,Membrane transport,,,,
K15136,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K15646,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15132,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K03196,Environmental Information Processing,Membrane transport,,,,
K09377,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09373,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K09378,Cellular Processes,Cellular commiunity,,,,
K02951,Genetic Information Processing,Translation,,,,
K08367,Human Diseases,Cancers,,,,
K08364,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K08365,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K08363,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03197,Environmental Information Processing,Membrane transport,,,,
K08368,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K08369,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K01615,Metabolism,Carbohydrate metabolism,,,,
K01617,Metabolism,Overview,,,,
K01616,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01611,Metabolism,Amino acid metabolism,,,,
K01610,Metabolism,Overview,,,,
K01613,Metabolism,Lipid metabolism,,,,
K01612,Metabolism,Overview,,,,
K01619,Metabolism,Carbohydrate metabolism,,,,
K02830,Cellular Processes,Cell growth and death,,,,
K02831,Cellular Processes,Cell growth and death,,,,
K02834,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K02835,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K02836,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K02837,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K02838,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K02839,,,Translation factors [BR:ko03012],ko03012,Genetic Information Processing,Translation
K05284,Metabolism,Glycan biosynthesis and metabolism,,,,
K05285,Metabolism,Glycan biosynthesis and metabolism,,,,
K05281,Metabolism,Biosynthesis of other secondary metabolites,,,,
K08884,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03619,,,,unknown,,
K03618,,,,unknown,,
K03617,,,,unknown,,
K03616,,,,unknown,,
K03615,,,,unknown,,
K03614,,,,unknown,,
K03613,,,,unknown,,
K03612,,,,unknown,,
K03611,,,Chaperones and folding catalysts [BR:ko03110],ko03110,Genetic Information Processing,"Folding, sorting and degradation"
K03610,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K06067,Environmental Information Processing,Signal transduction,,,,
K09706,,,,unknown,,
K06065,Environmental Information Processing,Signal transduction,,,,
K09704,,,,unknown,,
K06063,Genetic Information Processing,Transcription,,,,
K06062,Environmental Information Processing,Signal transduction,,,,
K06061,Environmental Information Processing,Signal transduction,,,,
K09700,,,,unknown,,
K06069,Environmental Information Processing,Signal transduction,,,,
K06068,Cellular Processes,Cellular commiunity,,,,
K06391,,,,unknown,,
K06390,,,,unknown,,
K06393,,,,unknown,,
K06392,,,,unknown,,
K06395,,,,unknown,,
K06394,,,,unknown,,
K06397,,,,unknown,,
K06396,,,,unknown,,
K06399,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06398,,,,unknown,,
K10378,,,Cytoskeleton proteins [BR:ko04812],ko04812,Cellular Processes,Cell motility
